Unnamed: 0,Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Converted
4431,12bf9664-8d4f-49db-a1bb-7d585991647c,617213.0,Landing Page Submission,Direct Traffic,No,No,2.0,348.0,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,,,,,No,Yes,Email Opened,0.0
6601,b23e7096-54b6-49c2-86ab-5064918458b9,599119.0,API,Organic Search,No,No,3.0,1358.0,3.0,SMS Sent,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent,1.0
1053,b8432324-ce6b-4b4f-b21d-8a2d4a3cca88,648992.0,API,Google,No,No,2.0,1137.0,2.0,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Select,03.Low,02.Medium,11.0,15.0,No,No,Page Visited on Website,1.0
2589,cdfa4701-f06f-4596-a1a4-51f1610154a5,634691.0,Landing Page Submission,Direct Traffic,No,No,2.0,882.0,2.0,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent,1.0
2736,d9d47db3-dc33-4e0b-b6ed-cb140f0a78c5,633392.0,API,Google,No,No,2.0,2.0,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified,0.0
1081,18678c43-29f7-4876-b618-5e4ab7cadf5b,648494.0,API,Direct Traffic,No,No,3.0,129.0,3.0,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,02.Medium,13.0,16.0,No,Yes,Email Opened,0.0
6166,07a52472-4b5d-446f-9048-ffdc7bc65e96,602465.0,Landing Page Submission,Direct Traffic,No,No,4.0,949.0,4.0,SMS Sent,United States,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Metro Cities,,,,,No,Yes,SMS Sent,1.0
250,35794cc5-0e3d-4fd9-85c9-2a863007e898,657821.0,Landing Page Submission,Google,No,No,1.0,302.0,1.0,Converted to Lead,India,Human Resource Management,Multiple Sources,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Modified,0.0
2347,67df6047-79b6-44ce-991c-d533cc996d41,637120.0,Landing Page Submission,Direct Traffic,No,No,2.0,1634.0,2.0,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,13.0,No,Yes,Modified,1.0
2972,b3d7976e-2125-4a36-869d-02bc84c0e167,631355.0,Landing Page Submission,Organic Search,No,No,11.0,529.0,5.5,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,,,,,No,Yes,Email Opened,0.0
461,db841034-201d-49d0-8edb-01472def1669,655405.0,API,Google,No,No,2.0,175.0,2.0,Page Visited on Website,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Page Visited on Website,0.0
6117,ac1d89be-d0e7-44a7-88b6-d00675e39602,602809.0,Landing Page Submission,Direct Traffic,No,No,2.0,62.0,2.0,SMS Sent,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,1.0
5386,b54dbc9e-ea86-4d7b-b77c-d5f6297fdd15,608539.0,Landing Page Submission,Google,No,No,8.0,396.0,2.67,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,,,,,No,No,Email Opened,1.0
5392,bd1d8e6f-c6ae-4f62-a984-5bad26cf1f2e,608483.0,Landing Page Submission,Direct Traffic,Yes,No,1.0,355.0,1.0,Email Bounced,,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Modified,0.0
7063,6fc0b277-e8cc-4f23-a50a-127fded059a8,595473.0,Landing Page Submission,Direct Traffic,No,No,4.0,1147.0,4.0,SMS Sent,India,Media and Advertising,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,SMS Sent,1.0
7374,e2edf3c7-77c9-4e01-9dd6-739c1b9b24e8,592867.0,Landing Page Submission,Organic Search,No,No,7.0,319.0,7.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,No,Yes,SMS Sent,0.0
8055,365e6988-69ed-49b8-9f8a-92481ff40f5e,588104.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,SMS Sent,1.0
2109,94b60093-49cd-41f5-be6e-ebc3c009ae54,639376.0,Landing Page Submission,Google,No,No,3.0,1030.0,3.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified,1.0
7641,dedc7800-0ab1-4ffa-a32a-12d2e7606780,591161.0,Landing Page Submission,Direct Traffic,No,No,2.0,1818.0,2.0,SMS Sent,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,SMS Sent,1.0
1278,7d8e422d-3bfe-47de-bf3a-77f779404dd6,646413.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,1.0
6949,d2ebad59-cf38-4364-a3a6-7b05a96bd547,596348.0,Landing Page Submission,Organic Search,No,No,4.0,342.0,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Email Opened,0.0
4033,6c4c6c4e-e588-4759-886e-60d51fd8e75d,621310.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,Email Opened,1.0
4094,97295c9b-35b4-4226-8fab-86fc9dda8160,620639.0,Landing Page Submission,Direct Traffic,No,No,1.0,518.0,1.0,Converted to Lead,India,,,Student,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,,,,,No,No,Modified,0.0
8487,60aa6865-1ea0-424d-b490-4ed6f58744db,584990.0,Landing Page Submission,Direct Traffic,No,No,2.0,345.0,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified,0.0
7600,664af185-756b-47a0-902e-317e20f64351,591439.0,Landing Page Submission,Organic Search,No,No,9.0,113.0,2.25,Email Opened,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified,0.0
5983,885cebb1-eac3-4949-b9e1-aeb746a20ca8,603943.0,Landing Page Submission,Google,No,No,5.0,977.0,5.0,Email Opened,India,Finance Management,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,,,,,No,No,Email Opened,1.0
2008,78682598-f29e-4778-b0ff-8b587406c897,640222.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
1076,18d01624-b646-4e0b-b06e-963bfae60776,648588.0,Landing Page Submission,Google,No,No,2.0,121.0,2.0,Email Opened,India,"Banking, Investment And Insurance",Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Email Opened,0.0
5059,7a96b480-267e-43ce-ac6b-782eea7191e5,611262.0,Landing Page Submission,Direct Traffic,Yes,No,4.0,68.0,2.0,Page Visited on Website,India,E-COMMERCE,,,,No,No,No,No,No,No,No,No,,,No,No,,Tier II Cities,,,,,No,Yes,Page Visited on Website,0.0
8389,704705b2-70e4-4c0f-ba98-b5cd5af1391b,585799.0,API,Google,No,No,9.0,38.0,1.8,Olark Chat Conversation,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,02.Medium,15.0,16.0,No,No,Olark Chat Conversation,1.0
1230,9cced9ee-2b5c-45cc-bb99-3af6090c7b17,646839.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Olark Chat Conversation,0.0
6451,3f5a4e7d-90ad-43cf-95d4-42672d2b6a10,600511.0,Landing Page Submission,Direct Traffic,No,No,2.0,40.0,2.0,Converted to Lead,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,Modified,0.0
1126,498ba7d0-4e52-11e6-96be-22000aa8e760,647977.0,Lead Import,Facebook,No,No,,214.0,,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,14.0,15.0,No,No,Modified,0.0
7034,d45a3001-6243-4c79-acf9-84e5a031438a,595712.0,Landing Page Submission,Direct Traffic,No,No,2.0,238.0,2.0,Email Opened,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Email Opened,0.0
8067,78badc53-b91f-4b60-b3a2-d5762e4efffd,588065.0,API,Organic Search,No,No,2.0,306.0,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent,1.0
2283,cb0763b8-da8b-4990-be6e-622994e26a32,637650.0,Landing Page Submission,Google,No,No,2.0,1059.0,2.0,SMS Sent,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified,1.0
1470,dd47f628-de07-473f-b18e-c7ab1249201d,644723.0,API,Organic Search,No,No,8.0,234.0,4.0,SMS Sent,India,Travel and Tourism,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,14.0,No,No,SMS Sent,1.0
7182,9daaa260-11e8-48eb-a04a-9fb938f78530,594393.0,Landing Page Submission,Google,No,No,4.0,1098.0,4.0,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened,1.0
4846,4ba8a23f-ef1f-4e5c-8928-5a5174929419,613553.0,Landing Page Submission,Direct Traffic,No,No,4.0,308.0,4.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Metro Cities,,,,,No,Yes,SMS Sent,0.0
4674,63215a80-061d-48a0-96d4-db2cadb2d9d4,614911.0,Landing Page Submission,Google,No,No,7.0,894.0,3.5,SMS Sent,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,1.0
5321,e00e7924-260f-4ad7-8ad5-a246813affc0,609012.0,Landing Page Submission,Google,No,No,4.0,239.0,4.0,Email Opened,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,No,Email Opened,0.0
4751,4d11c3fd-c80e-4350-9851-7fc278cbf22c,614229.0,Landing Page Submission,Direct Traffic,No,No,8.0,96.0,8.0,SMS Sent,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,0.0
4692,4ab34dcb-f223-406f-8faf-ae27d9f58fce,614794.0,API,Organic Search,No,No,3.0,399.0,3.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,,,,,No,No,SMS Sent,0.0
4158,6841f123-2338-43a6-85dc-7c35dacdf51e,620115.0,Landing Page Submission,Google,No,No,4.0,158.0,4.0,Email Opened,India,International Business,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened,1.0
2262,86b80537-fa99-4a07-935b-d8c1c0e61f0c,637842.0,Landing Page Submission,Google,No,No,5.0,228.0,5.0,Email Opened,India,Finance Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Email Opened,0.0
3133,f860aca1-b041-4ce9-9be5-2fa92653aecb,629882.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
2316,fa341eff-a22f-4f3e-a24a-35cceac36771,637336.0,Landing Page Submission,Google,No,No,5.0,1123.0,2.5,Email Opened,India,Healthcare Management,Social Media,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Mumbai,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,1.0
3185,02dcdd25-10f5-49b5-9e9f-53697a9a738a,629511.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Select,Select,,,,,No,No,Modified,1.0
4585,ddd7cd87-8693-439d-84bb-f791fa72f83d,615809.0,Landing Page Submission,Direct Traffic,No,No,5.0,845.0,2.5,Page Visited on Website,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Worst,No,No,Other Leads,Mumbai,,,,,No,Yes,Modified,1.0
3403,543892e8-5b9a-4552-99b9-87d57f40552a,627585.0,API,Olark Chat,No,No,11.0,1337.0,2.2,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,Email Opened,1.0
3694,1bd04754-4933-4506-84ec-1097115223ae,624704.0,Landing Page Submission,Google,No,No,3.0,253.0,3.0,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Might be,No,No,Select,Mumbai,,,,,No,No,Email Opened,0.0
4754,0c10f0f2-f0a0-4308-9aed-0a710108a812,614219.0,API,Olark Chat,Yes,No,0.0,0.0,0.0,Email Bounced,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,Select,Select,,,,,No,No,Modified,0.0
2081,54e166aa-7434-4e7d-a886-0bd649bf77fe,639547.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent,1.0
5836,b334c270-4d47-4ff7-8cd6-78704e4ec990,605130.0,Landing Page Submission,Organic Search,No,No,4.0,991.0,4.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened,1.0
9122,5420238f-2224-4472-8041-d127c8a5533f,580442.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Potential Lead,Select,01.High,02.Medium,16.0,16.0,No,No,Modified,0.0
2073,6b87b94b-4ff2-4543-b559-ec2cad8bd99c,639589.0,API,Google,No,No,2.0,158.0,1.0,Email Link Clicked,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,03.Low,02.Medium,11.0,14.0,No,No,Modified,0.0
5872,b4110837-c199-41ef-b770-b045b6accfc4,604887.0,Lead Add Form,Welingak Website,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
1664,a46fa0ba-3ed8-41ad-8f80-97a0f13ea143,643149.0,Landing Page Submission,Direct Traffic,No,No,2.0,316.0,2.0,Email Opened,India,Retail Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified,0.0
6754,52a3d5c4-7a0d-44f2-85a9-1a62d81cb44a,598020.0,Lead Add Form,Reference,No,No,7.0,1052.0,2.33,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Mumbai,02.Medium,01.High,15.0,19.0,No,No,Email Opened,1.0
5765,e4c51816-9afc-488d-8bab-1320db04908c,605499.0,Landing Page Submission,Direct Traffic,Yes,No,4.0,281.0,2.0,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,number not provided,Worst,No,No,Select,Other Cities of Maharashtra,,,,,No,No,Modified,0.0
3801,589f0901-bbc8-466e-9c90-47a57a94c207,623647.0,Landing Page Submission,Google,No,No,3.0,262.0,3.0,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,No,Email Opened,1.0
755,7ff640a5-4909-411f-a63b-2b66bfd26912,652641.0,API,Google,No,No,4.0,213.0,4.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,0.0
3735,4554f81c-9cdd-4652-9082-a1b1ad52d6d1,624353.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1.0
5347,12a728d7-456b-4b03-9618-51d5b2c95ded,608834.0,Landing Page Submission,Direct Traffic,No,No,2.0,167.0,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Other Leads,Other Metro Cities,,,,,No,Yes,Email Opened,0.0
1944,65ba7cf1-54e8-4676-88e0-ccc1a5fb4afe,640809.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Modified,0.0
5528,b50d4e02-9abf-49f7-b15b-5164b7900e7b,607498.0,Landing Page Submission,Direct Traffic,No,No,5.0,146.0,2.5,Olark Chat Conversation,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Modified,1.0
3674,a46f49db-1ecb-47c4-b7ef-67c80168594a,624965.0,Landing Page Submission,Google,No,No,2.0,203.0,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Other Leads,Other Cities of Maharashtra,02.Medium,02.Medium,13.0,16.0,No,No,Modified,0.0
6598,c2199e3d-63f1-4520-a206-982a4b7668da,599137.0,API,Olark Chat,No,No,3.0,1176.0,1.5,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Email Opened,0.0
7830,94f54dae-472a-4b55-b938-41051b03ca66,589732.0,Landing Page Submission,Direct Traffic,No,No,3.0,432.0,1.5,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Mumbai,02.Medium,02.Medium,13.0,16.0,No,Yes,Email Opened,0.0
9066,90771025-8cc3-4865-b98f-f4e27ce170bf,580863.0,Landing Page Submission,Direct Traffic,No,No,7.0,1104.0,3.5,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Modified,1.0
2825,884b7c34-d951-497f-b9e6-de959d08d000,632641.0,Landing Page Submission,Direct Traffic,No,No,15.0,69.0,3.0,Form Submitted on Website,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Worst,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,No,Modified,0.0
5666,7831d755-330c-42f6-a841-b42cc0868a59,606526.0,Landing Page Submission,Organic Search,Yes,No,8.0,815.0,8.0,SMS Sent,India,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,1.0
7356,1413bf41-c7b5-494f-ab82-f9e35cf609e1,593016.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,Email Opened,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,14.0,18.0,No,No,Email Opened,1.0
2570,5c9ab10d-2515-43c6-91ef-eb9bac316fec,634847.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified,1.0
8193,d6ae774c-3d77-4698-88b8-cf58b73101c9,587323.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,0.0
829,b67b2aef-02c7-4d47-970a-b84b2ef8d15a,651722.0,Landing Page Submission,Google,No,No,6.0,605.0,2.0,Email Opened,India,IT Projects Management,Email,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,1.0
1890,516cd1cf-e3d1-40fa-8332-be9338e3fc5c,641257.0,API,Google,No,No,2.0,169.0,2.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,0.0
